,user,content
224,6NEC8LVWXtJLagp,"ぺいぺいで私のえちな動画買いませんか？
#裏アカ #裏アカ男子 #裏アカ女子と繋がりたい #裏アカ女子中学生 #えろ
#動画販売 https://t.co/TqGzHkzfAh"
225,___hiiina___,"ほかの裏アカさんみてたらめちゃくちゃえっちぃ動画をみてしまった〜
せっくすしたいよ〜〜〜〜〜〜〜〜"
226,yuuzu_kii,"@tos 
#動画販売 #売り子 #動画売ります #裏アカ男子と繋がりたい #裏アカ女子
15歳jcです。身バレ怖いので顔なしですが買いませんか？
おな動画千円から売ってます！"
227,ririna619,"誰かうちのこといじめて！
頭がおかしくなるくらいいじめて！
男の子ちんちん見してよ！"
228,Yuuka_18jk,"優香の専属奴隷になりたい
チョロマゾはDMおいで〜？♡
jkの財布としてちゃんと仕えてね？♡
専属は優香を満足させてくれる子しか
募集してないよ〜っ♡
ただの奴隷なら少額でも。

#奴隷募集 #M男募集 #貢ぎ奴隷募集 #奴隷… https://t.co/Am46XHASfX"
229,mayumi_uraa,"オナニー動画撮ってみた笑笑
フルの無修正欲しい人はDM来て(๑⃙⃘˙꒳˙๑⃙⃘)

#裏アカ男子と繋がりたい 
#裏アカ女子
#裏アカjk
#裏アカ男子とつながりたい https://t.co/dBIrGe3aE7"
230,MQ8b1HfZl2CmpII,"サンプル置いときます。画像セット1000円〜動画2分くらい1500円〜です。ムッチムチですがそうゆうの好きな人いませんか？
＃裏垢女子
＃裏垢ｊｋ
＃買ってください https://t.co/my3omqAl2p"
231,KenIriyama,"@mkkKQz89osSJz2c こんにちはー！
動画買いたいです！"
232,mkkKQz89osSJz2c,"裏垢つくりました！
動画3000円〜売ってます！
iTunesカードでお願いします
DM待ってまーす！
#裏垢JK"
233,yuanano2002,"jkに射精権奪われてしこしこしたい人いませんかー？💕
すぐ貢ぐチョロマゾが好き💕

#射精管理
#裏垢jk
#貢ぎ奴隷"
234,rirukunn_0621,"どっちの写真が好きですか？
右→いいね
左→RT
どっちも→いいねとRT

中身はパイパンちんちんです笑

#裏アカ男子 
#裏アカ男子とつながりたい 
#エロ垢男子
#ショタ
#ちんちん https://t.co/rYmXhQlIEA"
235,my__miki,"唾液販売してます！
お気軽にDMください！
#売り子
 #10代売り子
#唾液
#唾液売ります"
236,as1p6Wx8THk8u0E,"お金がなくて困っているので助けて下さい😭
よろしくお願いします💕
#唾液売ります
#おしっこ売ります
#靴下売ります https://t.co/Y1vaQRWytb"
237,4frfsltrX1WFxYL,@uktk7 やりたいです！
238,_xxx111__,"コロナでお金がピンチなので、中学生の時に履いていた ローファー 、靴下 売ります ❣️
現高3で、数年お家に眠っていたものです(´•̥  ̯ •̥`)♡♡
DMください～！

#売り子　#売り子JK #JK #上履き… https://t.co/9cf3UzZnhu"
239,4H8DIVtL4NnY7XC,"裏アカ始めました！下系もいいけど💰ちょーだい！
中2です！
#裏アカJC
#裏アカ女子"
240,max_202004,"@mamakaka555 こんにちは！
ちょっと気になってリプしましたw
いきなりなんだけど、
動画とか下着でいっぱいお小遣いあげられるかも^_^;
こっちは歯科医してるんだけど、
JCなら高額出せると思うよ！
とりまいいね！してもらえたら
DM行くのでよろしくですッ"
241,YUlNA0000,"オフパコ、セフレ募集してるよー！
DMきてね条件はあるよ
暇な子DMきてね！

#エロ垢
#裏垢
#女子エロ垢
#オナニー
#オフパコ
#オフパコ募集
#セックス
#男子エロ垢
#セフレ"
242,ldFbCJeeOliUMhr,"ギャル　jk 等の私服欲しいです！
お取引方法は任せます。

#私服買います　#ギャル　#下着買います"
243,3H31O7tvoz1VmTM,"動画.画像買ってくれた人限定　
iTunesカード1500円
私の住所も教える
私とせっくすしよ
年齢　制限無し
場所　買ってくれた人が決める
時間　自由

sexの時したいこと
あなたとキスする💋下も舐めるよ❤️
マンコ舐めても… https://t.co/MOM5y4fDh9"
244,45451919ace,"⚠️#拡散希望⚠️

エログルあります！

グルでは、メンバー同士で見せ合い、オナ電、オフパコしまくりです！
童貞処女の方もありで、卒業できるかも？

参加希望者は、フォローとRＴしたらラインを追加して指示に従ってください… https://t.co/2GR4i9duXF"
245,yuuna_1008_,"裏アカ(という建前のえっちアカ)作りました
低浮上ですがよろしくお願いします₍₍⁽⁽(ી( ‘ω’ )ʃ)₎₎⁾⁾
#JC"
246,Mi_kuu22,"JC3 イメプに興味ある💭
初めてだから色々教えてほしい🔰
中3なので 中学生設定だと助かります😳
年齢問いません！
気軽にDMきてください|´-`)ﾁﾗｯ

#イメプ募集 #jc #中学生男子 #中学生女子 #中高生と繋がりたい… https://t.co/rzBYwjSe5s"
247,xr585288,仙台で円してもいいjk来ないかなーー
248,wlof35,"今月、仙台で円できる人いますか？
Jkだとありがたいです"
249,ljk02091440,"仙台済みのljkです！
いらなくなった下着など売ってますがどーでしょうか、、
今ものすごくお金に困ってて、、😭
直接の手渡し希望です！
#仙台
#ぱぱ
#裏アカJK"
250,meumeu_uraka,"仙台でパパ募集してます☺️💕
初心者です😖
質問、依頼はDMお待ちしておりますね💭 https://t.co/fUAZ126ZxD"
251,erierioo123,別で欲しいものもあるから、だれか動画買ってくれないかなあ。。。ほんとに。。。
252,isuNWOpTJCdyvH5,"福島住みでオフパコ希望の女性居ませんか？
DMください❣️"
253,KannaPaPak,"おかねほんとにピンチ߹𖥦߹
えんじょしてほしいです( ´ •̥  ̫ •̥ ` )
#女子高生 #JK #福島"
254,pmMprktoJ95RFuR,"福島県郡山市付近でママ活募集中です！
10代です！
気になる方はDMまでお願いします
♯ママ活"
255,aaa048ds,"今なら5分の動画とおっぱいの写真の
セットでAmazonカード2000円にします"
256,SCs6mbAgU8zphWP,"これからフェラ0.5でしてくれる人いませをんか？
＃サポ
＃福島
＃車内
＃フェラ"
257,KannaSeina,"おこづかいありで、お食事したいです♡
希望があれば制服も可能です♡
えんは募集してないです( &gt; &lt; )
福島駅周辺、日時はお任せします
#女子高生 #JK #福島 #高2"
258,qaXZcyNnEATJI66,"お金に困っているので優しいパパさんよろしくお願いします🥺
DMください

#兄活 #パパ活 #福島 #郡山市 https://t.co/83E5RzBivF"
259,OWRqHnHN6YDJoO0,"#家出少女 #香川県
17歳JKです
昨日家出しました
泊めてくれる人探しています"
260,mHw6Uc5ikkSj9QA,"こちらメニュー表です！
#裏アカJC #裏アカJK #裏アカ女子
#裏アカ男子と繋がりたい https://t.co/6S1L1Cshol"
261,eVsZ1l41YDmHy0K,僕のをしゃぶってくれる人ー🤚
262,__osinokaogaii_,"誰か貢いでくれよ〜〜おっぱいならいくらでも見せれるからよ〜

#裏アカJK 
#裏アカ女子 https://t.co/r7M4vTvA9Q"
263,VKVMNjudosEzdRr,明日会えるひとー
264,toshi7405,"オフパコしたい人ー？

#山形
#裏アカ女子
#JK
#人妻
#裏垢女子と繋がりたい"
265,Rupo91671817,ムラムラしてるんで女の子のマンコ見せてほしいです。DMにください
266,joke4410,米沢でプチとかサクっとしてくれる人いないかな。
267,E4i89t8clMifg0t,"iTunes カードでモザなし送る！
しょじょのあそこ😓
見せ合いもしてあげる！
いろんな人のち◯こ見たい！
同年代のも！
#裏アカjk
#裏アカ女子
#裏アカ男子と繋がりたい
#裏アカ女子と繋がりたい https://t.co/crb9EposGo"
268,7ccCgeowdf4cmJC,"今週木曜日、12日夜募集します(^^)
DMまってます⭐️

#パパ活 #p活 #パパ活初心者 #栃木"
269,MNZreissof0kWXw,"なんか、久しぶりに開いてみたら、何人かからDM…。しかも、だいたいみんな男の人なんだよなぁ〜。男の人は、お小遣いくれたらやろうかな〜
#裏垢jc"
270,nonsannouraaka,@Dlsg3OKf9aMu5As はじめまして😊DMでお話したいのでよかったら送ってもらえませんか？🥺
271,hachi_km8,@ameamehosii DMお願いします
272,E2Fado,@ichigoame02 あえます
273,Nieu_1108,@ichigoame02 4Pとやら興味ありまくりなので、ご相談しません😏❓️
274,B0Tun5,"@ichigoame02 こんばんは！ 興味あったのでメッセージしました
もし良ければお話しませんか？"
275,ichigoame02,https://t.co/TGjTbZeV6l
276,RoLB87DP7hKbxno,"ﾌﾝｲｷのせます❤
せめてお話でもしたいかなぁ、、
オフパコしたいですっ🙈
#裏アカ女子 #裏アカ男子とつながりたい https://t.co/AGj1SYRq3c"
277,1R35polo,@Yuuka56788 しよ
278,Eu9P2,@Yuuka56788 よかったらDMしたいです
279,niigatasex1618,@Yuuka56788 しよー❤まずはdm
280,Ryota2356,@Yuuka56788 かまってやろか？なーんてね笑
281,pxKqUCl5THafd1P,@Yuuka56788 DM で話しませんか？
282,tIGFxkw4oowcsi2,@Yuuka56788 DMしましょー
283,lg6rwk,@Yuuka56788 よかたらdmしましょ！
284,Wg94MUKyuCET9zJ,@Yuuka56788 DMくださーい（╹◡╹）
285,Yuuka56788,えっちしよ…
286,y_amm_,"はじめまして。🙇🏻💦

ただ今お金に困っています。
支援してくださる方いらっしゃいませんでしょうか？？詳しいお話はDMにてお話しさせていただきたく思っております。

アダルトや副業は一切求めておりません。

#p活初心者 #P活募集 #お金に困ってます"
287,gagkmajmgjajdg,@nachi_dayone 🙋‍♂️
288,jinjinkitakita9,"@hHbGmGK1fUgmXzr 初めまして
興味あるのでDMしたいのでフォローしていただけますか？"
289,xHcoLnaYNBvHuDF,"埼玉でまま活やってます！気軽にメッセージ下さい！
＃まま活
#まま活募集中
#まま活埼玉
#埼玉"
290,mirymiru_,"みんなへ
一読おねがいします〜
ゆめより https://t.co/h0Y1xSUjRh"
291,mm9QiNZbJc3Ahtq,"@NGmwUW6lNU3EjBH こんばんわ〜
お金に余裕あるので高額支援します。
条件など詳しく話したいです。
DM入れてくらますか？
フォローしてくれたらこちらから話しに行きます(^_^;)"
292,NGmwUW6lNU3EjBH,"優しい都内のパパさん
お探ししてます( ᐢ. ̫ .ᐢ )

顔みたい方はDMお願いします💓

DMきてくれたら嬉しいな〜！

#パパ活初心者 
#パパ活募集 
#パパ活関東 
#パパ活
#裏垢女子 https://t.co/Mop60fgT7x"
293,WkECjf4fV8ttmmF,"都合のいい方いませんか〜？？？🥺

#裏アカJK 
#裏垢女子
#裏アカ男子とつながりたい 
#裏アカ男子とつながりたいᅠ https://t.co/2Pafwu5Xie"
294,CI1ebWpTFh6m4G8,"この時間ってほんと暇
お話できる人いないかな~🥺
#ママ活 #お話し相手募集中 
#裏垢男子 #裏アカ女子と繋がりたい 
#マッシュ系ぼーい"
295,ANP5nJ65y3m3VYU,@m72628904 DＭ出来ますか？
296,oDfLbHHgKQfQcVn,"お小遣い稼ぎしたいです！
明日埼玉で昼間お会い出来る方いませんか？

#パパ活初心者 #パパ活 #パパ活募集 #パパ活女子 #P活女子 #P活募 #パパ活埼玉"
297,A56106848,"前の垢消えたので
年齢関係なくDMください。
仲良くなれたらLINEして条件良ければ仲良くしたいです。
#裏アカjc 
#裏アカjk"
298,SoJisapo71302,@nachi_dayone DMしたいので、フォロバお願いします
299,detarame902,@nachi_dayone 会いたいです😻
300,ChIpyQ51eOv56Cq,@ono_147369 dm下さい
301,mizuki101010di,@ono_147369 今日会えますか⁇
302,mhSoFJ9EDaPhNWs,@ono_147369 サポ興味ありますー！もしよかったらＤＭお願いしますー
303,ameamehosii,"バイトないのつら
#コロナ #パパ活 #プチ #サポ"
304,oer97206_kita,@pyNcaoQ5rYdsfsi DMください^ ^
305,Yo78619350,@pyNcaoQ5rYdsfsi DM出来ないので、DM下さい。お待ちしています。
306,EbcFJ1JvCtU3ypZ,@rgc_om やあ
307,ANSTIHYAoshii,@rgc_om こんばんわ。よろしくです。
308,IlUEcns9eG9wrcK,"@rgc_om こっちからdmいけないので
来てくれませんか？
お願いします！"
309,K_E_N_P_A_P_A,@slmt_q DMください！
310,YlP7pz,@UndyN1L6cruncvp どこに住んでるの
311,korochiki_anal,@UndyN1L6cruncvp したい¨
312,QSvibRR7nVhHKf8,@UndyN1L6cruncvp いいよ
313,_kkk_111,@UndyN1L6cruncvp ヽ(*´∀｀)ﾉ♪ﾊｰｲ
314,YlYhElVOtnt08PR,@UndyN1L6cruncvp したいですw
315,UndyN1L6cruncvp,誰か一緒にしない？？
316,5tzugj34k,@nemuti327 設定からDM解放しない行けませんw
317,O9xUh7p,@nemuti327 いいね！
318,papa_chino_,#p活 #p活初心者 #pjさんと繋がりたい https://t.co/PYHPt05wqR
319,toshiyannn2019,@qkMO3mXUONylO4m はじめまして！お金あります(笑)相談したいですー！
320,qkMO3mXUONylO4m,お金くれる人(ゞ´∀｀)ゞ ｶﾓﾝﾍﾞｲﾍﾞｪ
321,tHCR2Kk1Z9TIQPR,@yukimi_dayo_ dmでお話ししましょう
322,yukimi_dayo_,"パパ活したい…🥺🥺
埼玉住JKです、、"
323,Keq2V5SfDfvwhuU,"お食事、デートのみで考えてます。
それでも大丈夫な方、いらっしゃいましたら、よろしくお願い致します😌"
324,c7t_yd,"急ぎでお金が欲しいのでもし条件合うよって方いましたらDM待ってます🌷

#パパ活都内 
 #パパ活初心者 
 #パパ活募集 https://t.co/dgDreooCoj"
325,onakasuita_ttt,"今日暇

#ぴかつ 
#p活
#pj
#P活募集 
#p活都内 
#p活埼玉
#P活女子
#pjさんと繋がりたい"
326,E8Cp87,"@4_4_4NE はじめまして！
dmお願いできるー？"
327,4_4_4NE,金額提示お願いしたいです
328,N24745960,@milton_nn0 フォローお願いします
329,jDAI8LAoItuTqxQ,@milton_nn0 こんばんは。よろしく
330,u_fuken,https://t.co/sX5t3Bsgbn
331,5dWfr8VLPam2CNA,バイトが出来なくてお金が無い､､､支援してくれる人いないかな？
332,S_en_16__,15時か16時いませんかㅠ_ㅠ
333,5easF7,料金は先払い希望です🙇🏻‍♀️
334,caroucha3,@karepi_H もう3年くらい童貞なんすが、それは違う？
335,j_pgfo,"@karepi_H お願いしたいです。
卒業してみたいです"
336,karepi_H,"童貞とせっくすしたいから
童貞募集"
337,Meumeu_0025,"いろいろ決めるのめんどくさいので

・金額 
・場所
・ある程度の時間
を提示してDM来てください🙇‍♀️

顔写真は交換なら〇

NG→大人なこと

手繋ぎなどは相談してください🥺

今送ってくれてる方も送ってくれると嬉しいです🥵

 #P活 
#初心者"
338,town_watcher,"@m72628904 興味あり。
フォローしました。
165/58,48才　経済的には余裕あり。
楽しい時間を過ごせる方、募集中です。
返事だけでも頂けたら嬉しいです。"
339,mirudak98976798,@m72628904 DM解放して欲しいです
340,DSJJjppNSmDd7Hx,@m72628904 DMお願いします！
341,yyyyykkkkkk3,@m72628904 DMください
342,jbC4EYZcvOBZ9J8,@M38675473 癒されたい
343,NtN9FRApRXpUksG,"一緒に楽しくお食事してくれる方いませんか！

#パパ活初心者 #パパ活女子"
344,igarasi46,"@aika3215ai はじめまして！いろいろ対応出来るかと思いますので良ければdmください！
宜しくお願い致します"
345,aika3215ai,"今週、金曜日　募集します。
dm多すぎて対応しきれないので
気になった人にdm送ります。よろしくです"
346,2kOeZjzLRQcE1ol,@SakuraJc3 よろしくお願いします
347,SakuraJc3,エッチしよ
348,k0j_fu,@ykmurts よろしくね
349,4soOXOceVNxRNZD,固定 https://t.co/4q4DV8JXTt
350,pzfh15P4fd9lZcc,"家で何年も履きまくったパンツが汚いから誰か買わない？
#売り子jk #売り子 https://t.co/U5vgBIbcD9"
351,jK40069519,"上履き買ってくれる人😍
二年間ちょい洗ってないから汚いし匂いには自信あるよ❤️
気になったらDMしてね！！
#上履き#jk#売り子#匂いフェチ#足フェチ https://t.co/rXE9XiVgz7"
352,fQXG4qedjpi6YMI,"水着売ります！小学校から中3まで着てました。JK17さいです！！上下分かれてる感じの水着です❤️！！着画送れます、ID紙に書いて送ったりできます！あと2着あります！！！DMまってます！

#水着売ります　#JK #売り子　#売り子JK  #水着 #スク水　#スク水売ります"
353,rt_rrr_,"🥰高校2年年生 Rちゃんです
オナニー動画、おな電売ってるよ！
下着も売ってるよ！（たまに）

【販売内容】
･オナニー動画 10分 1500円
･オナニーリクエスト 2000円から
･おな電 30分 3000円
･下着（たまに売… https://t.co/nCm4hH0zb7"
354,non_2484,"お久しぶりです！
テストあったので、まっったく浮上してませんでした…
DMとかむしっちゃってるかもです、、🙇‍♀️
また下着とか売り始めようと思っているので🥰🥰🥰"
355,sho05143,"今日横浜市内でプチもしくはサポで会ってくださる女性の方いませんか？26歳、外科医、175/60、条件相談させてください。車あります。

#プチ　#サポ　#円"
356,Miyabi737355181,パパ活、援助、円、横浜、川崎、都内
357,J1dKoi,"中学で使っていた上履きうります！
中が破れていたりと結構汚いです😅
気軽にDMで声かけてくださ~い‼︎
#上履き #上履き売ります #あしもの #足ふぇち #紺ソ https://t.co/LsobbDrb9w"
358,a0unrdl7iklbk3m,"黒ソもう買い替えなきゃなんだけどお金ないから買えない💧💧
買い取ってくれる優しい方いらっしゃいませんか？🥺💦
#売り子 #売り子jk  #黒ソ"
359,iik3b8ZZJsZTPs3,"元バスケ部でめっちゃ汗かきだから夏になると紺ソめっちゃ臭いんだけど買いたい人いる？？🙃🙃🙃
#紺ソ売ります
#靴下売ります
#売り子jk"
360,ssjmoo_,"※女性の募集です
これから横浜でお会い出来る方いませんか？
まずはDMまでお願いしますー！
 #プチ"
361,T49704929,"大和、町田付近
若い方で
お会い出来る方いませんか?
サポ
#円
プチ"
362,loveloelo,"女性対象です！
プチ募集です！
交渉次第ではプチじゃなくても☺️
詳しいことはDMでお話しましょう！
#大和　#横浜　#海老名　#プチ　#えん"
363,JK_rinne_age18,"限界5本指靴下コレクション
未洗濯1足2000円
追加ばき1日につき＋500円
DM下さい

#5本指ソックス
#靴下売ります https://t.co/C0sd2dv8bB"
364,jk_yuru,"履いたあとのぱんつとか欲しい人いますか？
#裏垢jk #売り子jk #下着売ります"
365,Clown__aniki__,"高校1年のJK処女です❕
家計が厳しいので、やむを得ず。。。
まだ数回しか経験ないので慣れてないです😅
優しくしてくださる方お願いします❣️
ホ別5000円になります！
ゴムは必ずつけてくださいね😡😡😡
DMお願いします！"
366,Achan17202203,"上履き買い取ってくださる方😢
2年間1回も洗ってないので結構汚いです。
購入希望の方dmにて金額提示お願いします。
金額が1番高かった方にお譲りします😊
#売り子 #靴下売ります #紺ソ売ります
#上履き売ります #上履き売り子 https://t.co/Ekw4U9CmrC"
367,uraura04210,"本日18時半くらいに川崎か横浜でお会いできる人居ませんか？
こちら23歳♂です。
dm下さい。
#プチ　#サポ　#ぷち　#さぽ　#p活"
368,mpO3AG1j64uBdxi,"明日、#新宿 #町田 でモデル募集
野外と室内で1〜2時間で予定。
室内NGの方も歓迎です。
#東京 #神奈川 #被写体募集
#個人撮影モデル募集
#ポトレ
#モデル募集
#ポートレート
#モデルさんと繋がりたい… https://t.co/FcKsFLVRxK"
369,_yokohama__,"今日会える人いませんかー？
#プチ　#サポ　#横浜"
370,Ba3QHlp30GXhQds,"家政婦募集してます
時給1300えん+ご飯+俺と添い寝ができます。家事が終わったら、自由に出かけて構わない。
 #サポ"
371,junminatsuki,"これから綱島駅周辺で #サポ で会える人いますかー？

#横浜"
372,djZhwp1POFs2QxT,"今から明日までで、横浜、川崎、町田、などで、プチでもサポでもお相手してくれる方、ご連絡お待ちしております！
内容は応相談です！
車内でも車でお迎えでもOKです
#プチ #サポ　#円　#横浜　#新横浜　#綱島　#町田　#川崎"
373,gnhqn1KiIzZviov,"今から川崎 横浜でお胸揉ませていただける女性いませんか。
よろしくお願いしますー
＃プチ"
374,gaigai1192,"これから会える人いますか？
気持ち良くなりたいです。
ホテル代は出します。顔はDM
#逆サポ　#サポ"
375,amaneanko2,"JKがうんちしてる動画って需要ありますかね……？

#裏アカjk
#動画販売
#DMください"
376,mmmura_ko,"1人買ってくれたあ〜！！！
ありがとうございました！！！
#裏アカ女子 #裏アカＪＫ  #裏アカJK
#売り子 #売り子JK  #画像販売 #動画販売"
377,Bv3Ja4Sp0QQzh4b,"神奈川で円、 プチ募集します。
詳細はDMでお願いします"
378,Ayano__0701,"現役JKです。
至急お金が必要になったので下着、靴下等販売しようと思います。
おりものシートやオプションも考えているのでぜひDM来てください！

 #下着販売 #下着売り子 #使用済み下着 #パンツ売ります #靴下売ります… https://t.co/HiCw9NCrf2"
379,259X46cEfXzQ1cC,"これから横浜か神奈川県内で3で会える人いませんか？
#サポ　#円"
380,yasu06329292,"今日はナンパの日らしい。
逆ナン絶賛募集中です。
#プチ"
0,yurikapakapaka,"#裏アカ女子 #裏アカJK
エッチな動画売りまする。、
触ってたらエッチな汁中から出てきちゃったオナニー動画
1500円でpaypayかアマギフで😍
買ってくれた人の中で1名
ファボリツしてくれた人の中から1名
抽選で、Gかっぷの… https://t.co/gJ5rq5mrOR"
1,nana11101_,"画像販売始めます💕

PayPay1枚1000-1500でおっぱいor生足画像売ります！申し訳ございませんが先払いのみ受け付けてます💕

#お貢ぎ #画像販売 #写真販売 #ATM奴隷 #貢ぎ奴隷 #JK https://t.co/c4Ws3gymqy"
2,akVAaJY7qrr7S7s,"宮崎であした会ってくださる女性の方探してます。色々教えてください。お願いします。
#宮崎 #M男募集 #S女 #裏垢男子 #裏垢男子と繋がりたい #裏垢女子 #裏アカ女子 #裏アカ女子と繋がりたい #調教 #奴隷 #いじめ"
3,fi5tk3,"学校再開したのでツイッターも再開！

運動音痴に見られがちですがバスケ部でバリバリ活躍してます🐱

エネルギー常に有り余ってる💡

専属でおかずにしてくださる人いますかー？？

フォローしてくれてDMで専属表明してくださった人に制… https://t.co/53wSfjPNPp"
4,kietai17,@6677Jeep 大淀中の近くですん
5,xp67QIhQPrnHG4c,@z1M13rGRR1OqIgk 是非
6,manatsu02354744,宮崎のJKいるー？
7,c_falp,今から会えるパパさんいない？
8,love_HH_melon,ﾋﾏﾋﾏﾋﾏ
9,pyapu992,"@Nogi1040 乃木坂すきなんですか？
一緒に話したいです！！"
10,MwgzO,クンニされたい。。
11,mzUmgei4ATV6aMl,"他にも色々写真あるけど 興味ある人DMしてね！
RT＆フォローしてくれた人から 1名だけ無料で写真3枚送るよ😳
#宮崎市 #裏垢女子 https://t.co/cfjBHZEDsI"
12,vomEdFI27NcZaXQ,"誰かお小遣い頂戴！♡
#動画販売
#動画買取
#荒野女子
#売り子"
13,nGxnWqSKQXXYIf6,"西都らへんで会える人
DMください
小遣い高めで上げます。
#宮崎"
14,G5oL6NBzedA0hXo,"宮崎に住んでまーす！
気軽に話さしかけてねー！
#jk #裏垢 #裏垢女子　#裏垢男子と繋がりたい　#下ネタ #裏垢女子と繋がりたい"
15,813RAD1,@IfmW8MQhVcgpjzR 会えますか？
16,yuki2000521,"結構溜まってた笑
30秒出てるなんて久しぶりかも笑 https://t.co/hHGOQei3No"
17,puq1jCxhBUmX7tK,@ri___ri__ri___ メッチャ可愛いよ～❤顔出しのエロい自撮り撮ってくれたら、お小遣い渡すよ～❤
18,sleeezzz1,"宮崎市やその近郊で、
どこかお店で食事だけ一緒に食べて
もらえる人いないですか？

食事代はこちら持ち、
希望のタクシー代払います。

啓発系、勧誘系じゃないのでご心配なく。

一人で食事があきただけです。
軽いアルバイト感覚で考… https://t.co/ZqEjlSZiJT"
19,fiLezoNlZnPrZPP,今日できるひと
20,sH0sMN7pWbC6HT6,"楽しくご飯食べれてちょっとお小遣いくれる優しい #パパ 募集してます💓！

#パパ活 
#宮崎"
21,u0muk,"宮崎住み、16歳の🚺です
べろちゅー、唾飲み、イラマチオに興味あります
会える方してくれる方いませんか
#裏垢男子と繋がりたい
#裏アカさんと繋がりたい 
#裏アカjk
#裏垢女子
DMまってます"
22,hana__25_25,"パパ活初心者🔰
宮崎市内にいます！

ホ別でお願いします。
詳細はDMでお話しします！

#パパ活 #宮崎 #ぷにぷに"
23,Mainameha,次、今週の日曜日（１６日）あいてます❕誰か会ってください…😢💔
24,gentukiurimas33,@yooooooouun 25万四年ローンいけますか？
25,yooooooouun,"処女売ります🌸
jk3 18 京都
157㎝　48㎏　Ecup ボブ
15万円〜　即決25万
撮影、sm、汚い、アブノーマルなプレイは断らせて頂きます。
キスやフェラやクンニ可能ですがしたことがありませんので優しい目で見てください… https://t.co/pIc0nIjzpf"
26,koharu1214u,"皆さんおひさしぶりっ🤍
こはるでまだ抜いてくれる人？(/ω＼)
ふぉろわーさんには特別えっちなのあげるっ😘

#裏アカ女子 https://t.co/IjwdMduxZW"
27,takigg0,@koharu1214u ｧｨ(｡･д･)ゞ
28,tyhs1116,@koharu1214u えちえち！
29,mdc4esST2yOCKm3,@koharu1214u ぬきます！
30,mayukaaaaaaan,"いないですか、、？

#下着 #女子大生 #買って #売り子 #JK #下着
#売ります #現役JK #靴下 #ソックス #使用済み"
31,hachacha1111,"自粛あけたしそろそろ再開するね
コロナで溜まってるm男くんはとりあえずdmおいで？

#jk #m男 #マゾ #マゾ豚 #貢ぎ #貢ぎ奴隷 #ATM奴隷 #射精管理 #調教 #通話調教 #聖水 #私物 #私物販売 #売り子"
32,helpman2018,@XhjVkQUr1xNBBqn dmではなしまましょう
33,yukj2010,@XhjVkQUr1xNBBqn いくら？
34,tJl9TZPfWVIcdu7,"近いうちに会える人できれば関西の方でご飯連れていってくれる方いますか？？
お金無くて…困ってます。
助けてください。
〇〇もやってます
#サポート #サポ募集 #Jk"
35,ayaham_m,明日京都でお昼からお会い出るパパさんご連絡ください🙌
36,frafra1228,"@ringo__0452 可愛らしいコスプレっすね！
もしあれでしたらおはなししましょ！"
37,QQkD79j6DdKKWjz,"@uktk7 DM送れないねー。
とりあえず野外生ハメ中出しと、イラマチオ→乳スパンキング→腹パン中出ししたいのでDMください。"
38,866seddon,@iU_oxo_Ui 失礼します。購入希望です。よろしくお願いします。
39,iU_oxo_Ui,"どーかな？

#裏垢女子 
#裏垢JK https://t.co/KWApgbc7nT"
40,mattenro00,"ねえ！誰か見せ合いしない？

フォローください！！

#裏アカ女子　
＃裏アカjk"
41,i4EYHBRiNKO0FP7,"下着販売致します。
4600円　値下げ可能　
女子高生　#JK #下着　#下着販売　
#処女　#処女下着 https://t.co/dVW0KcL8ur"
42,xoo_fuj,"元彼といちゃいちゃして恥ずかしいってゆってたのにいいじゃん可愛いって撮られたやつです。
いつもより興奮して自分でも動いちゃった。
ハートと白い線とってせいきのとこだけめっちゃうっす〜く隠してあるやつ500円でどうですか？
25秒ぶ… https://t.co/aQCMi7DIOR"
43,akarin92324,"舞鶴で1人です、誰か助けてくれませんか？

#サポ #えん #援助 #援 #家出  #jc #JK https://t.co/XVcOE3K1SN"
44,tomotak34732416,"京都、大阪で下着買います。
手渡しか生脱ぎを希望します。
1.0以上を考えています。
興味があればDMをお願いします。

京都　大阪
下着 買います パパ活 P活"
45,JK49328163,"誰か買ってください！
お願いします

#動画販売 #動画売り子 #おな動画 #裏アカ男子と繋がりたい https://t.co/hbNMkGXnXe"
46,reirachann,"ゴ有2.5
キス、フェラ可能。
撮影、ホテル以外の場所等普通に考えて
無理な事以外はNGありません。"
47,yeOVFrUWHqtpTDX,@JC361104176 話したいです！
48,126315i,"@JC361104176 えっと見せ合いしたい
カカオ来れない？"
49,kouji32150626,@JC361104176 DMいいですか?
50,maho0515H,"@JC361104176 モザイクなし見たいです🥰
お願いします！"
51,kQFinRHrT7ikYtQ,@kmu_t 欲しいです！
52,si123rita,@JC361104176 ぼかしの先がとてもきになる…！！！！
53,7C8lE56NPl4iH2W,@JC361104176 モザイクなしみたいです！お願いします！
54,LyEZTSysXIVzri9,@JC361104176 話したい！！
55,_douteikunn,@bRR19bDlfhsg0FX いろんなとこみたいです
56,bRR19bDlfhsg0FX,"こんにちはー！！
動画販売してまーす！
良ければいろんなところ見てくれませんか！
彼氏も募集してます！
DMきてね!

#彼氏募集
#彼氏募集中
#裏垢男子と繋がりたい
#jc"
57,kasmohz,@1552Nn dmが解放されてないよっていちおつっこんどくw
58,akM8KkmM0meRmkn,@1552Nn dm送っているので、確認お願いします
